,result
86245,15
86246,14
86247,18
86248,139
86249,29
86250,32
86251,37
86252,198
86253,70
86254,10
86255,373
86256,96
86257,49
86258,19
86259,56
86260,192
86261,39
86262,187
86263,75
86264,14
86265,62
86266,27
86267,127
86268,301
86269,200
86270,56
86271,110
86272,28
86273,124
86274,176
86275,329
86276,135
86277,181
86278,17
86279,231
86280,94
86281,206
86282,122
86283,237
86284,29
86285,63
86286,237
86287,60
86288,63
86289,146
86290,96
86291,13
86292,117
86293,6
86294,126
86295,58
86296,187
86297,13
86298,338
86299,117
86300,215
86301,186
86302,102
86303,166
86304,28
86305,67
86306,222
86307,186
86308,108
86309,36
86310,138
86311,2
86312,226
86313,161
86314,146
86315,7
86316,46
86317,51
86318,126
86319,163
86320,75
86321,42
86322,31
86323,44
86324,218
86325,118
86326,162
86327,76
86328,549
86329,102
86330,291
86331,64
86332,102
86333,8
86334,56
86335,144
86336,11
86337,198
86338,212
86339,59
86340,236
86341,137
86342,140
86343,290
86344,80
86345,69
86346,113
86347,52
86348,90
86349,26
86350,148
86351,90
86352,94
86353,71
86354,111
86355,68
86356,159
86357,77
86358,10
86359,159
86360,19
86361,332
86362,219
86363,382
86364,47
86365,149
86366,119
86367,321
86368,57
86369,29
86370,16
86371,59
86372,190
86373,181
86374,92
86375,154
86376,131
86377,333
86378,67
86379,8
86380,245
86381,27
86382,187
86383,440
86384,143
86385,122
86386,71
86387,17
86388,58
86389,154
86390,18
86391,166
86392,343
86393,25
86394,110
86395,183
86396,103
86397,146
86398,56
86399,13
86400,272
86401,29
86402,72
86403,39
86404,118
86405,64
86406,85
86407,63
86408,214
86409,78
86410,16
86411,37
86412,34
86413,2
86414,337
86415,291
86416,149
86417,98
86418,36
86419,69
86420,79
86421,292
86422,12
86423,45
86424,164
86425,202
86426,98
86427,187
86428,10
86429,103
86430,65
86431,316
86432,45
86433,19
86434,121
86435,51
86436,4
86437,60
86438,113
86439,253
86440,27
86441,417
86442,186
86443,152
86444,90
86445,137
86446,18
86447,125
86448,77
86449,75
86450,134
86451,182
86452,237
86453,108
86454,74
86455,167
86456,17
86457,124
86458,302
86459,98
86460,139
86461,224
86462,233
86463,53
86464,37
86465,130
86466,11
86467,151
86468,16
86469,46
86470,42
86471,33
86472,192
86473,85
86474,44
86475,225
86476,40
86477,228
86478,166
86479,222
86480,75
86481,67
86482,14
86483,56
86484,209
86485,17
86486,22
86487,266
86488,45
86489,132
86490,110
86491,148
86492,278
86493,172
86494,180
86495,39
86496,168
86497,31
86498,55
86499,366
86500,127
86501,45
86502,80
86503,190
86504,4
86505,137
86506,108
86507,356
86508,318
86509,21
86510,44
86511,143
86512,260
86513,149
86514,38
86515,244
86516,148
86517,140
86518,266
86519,66
86520,270
86521,120
86522,68
86523,249
86524,131
86525,215
86526,21
86527,160
86528,211
86529,172
86530,39
86531,126
86532,125
86533,54
86534,83
86535,85
86536,73
86537,26
86538,61
86539,150
86540,138
86541,52
86542,112
86543,146
86544,32
86545,55
86546,326
86547,42
86548,136
86549,17
86550,127
86551,213
86552,124
86553,75
86554,38
86555,83
86556,113
86557,64
86558,38
86559,121
86560,47
86561,199
86562,84
86563,116
86564,35
86565,116
86566,290
86567,111
86568,81
86569,184
86570,167
86571,39
86572,93
86573,185
86574,17
86575,10
86576,151
86577,58
86578,172
86579,8
86580,294
86581,78
86582,40
86583,75
86584,35
86585,42
86586,83
86587,90
86588,46
86589,9
86590,138
86591,143
86592,3
86593,60
86594,3
86595,168
86596,228
86597,1
86598,90
86599,67
86600,179
86601,284
86602,208
86603,84
86604,264
86605,116
86606,105
86607,99
86608,39
86609,6
86610,189
86611,323
86612,89
86613,79
86614,99
86615,68
86616,36
86617,43
86618,294
86619,137
86620,67
86621,71
86622,238
86623,55
86624,76
86625,37
86626,69
86627,58
86628,240
86629,67
86630,200
86631,97
86632,134
86633,26
86634,28
86635,159
86636,39
86637,16
86638,80
86639,240
86640,163
86641,27
86642,29
86643,107
86644,175
86645,77
86646,9
86647,65
86648,187
86649,122
86650,12
86651,49
86652,60
86653,191
86654,227
86655,241
86656,265
86657,193
86658,117
86659,34
86660,8
86661,42
86662,127
86663,20
86664,16
86665,53
86666,53
86667,7
86668,112
86669,51
86670,143
86671,146
86672,74
86673,4
86674,76
86675,44
86676,184
86677,56
86678,200
86679,136
86680,16
86681,92
86682,56
86683,170
86684,76
86685,13
86686,213
86687,204
86688,294
86689,21
86690,83
86691,11
86692,16
86693,99
86694,275
86695,83
86696,38
86697,43
86698,12
86699,7
86700,9
86701,120
86702,27
86703,60
86704,75
86705,36
86706,37
86707,27
86708,31
86709,134
86710,99
86711,18
86712,170
86713,168
86714,164
86715,90
86716,21
86717,73
86718,26
86719,96
86720,88
86721,133
86722,237
86723,175
86724,16
86725,114
86726,218
86727,79
86728,93
86729,51
86730,254
86731,15
86732,109
86733,110
86734,63
86735,212
86736,224
86737,40
86738,31
86739,133
86740,89
86741,11
86742,87
86743,93
86744,230
86745,61
86746,124
86747,32
86748,281
86749,23
86750,238
86751,67
86752,19
86753,92
86754,276
86755,92
86756,64
86757,237
86758,29
86759,112
86760,28
86761,46
86762,214
86763,135
86764,141
86765,34
86766,190
86767,97
86768,159
86769,8
86770,19
86771,26
86772,55
86773,277
86774,3
86775,70
86776,166
86777,125
86778,163
86779,34
86780,119
86781,39
86782,49
86783,230
86784,129
86785,105
86786,82
86787,59
86788,22
86789,13
86790,191
86791,31
86792,174
86793,89
86794,18
86795,30
86796,12
86797,54
86798,18
86799,72
86800,132
86801,159
86802,121
86803,120
86804,234
86805,42
86806,266
86807,181
86808,48
86809,73
86810,203
86811,113
86812,192
86813,110
86814,71
86815,228
86816,15
86817,25
86818,33
86819,102
86820,73
86821,7
86822,284
86823,52
86824,46
86825,134
86826,37
86827,96
86828,148
86829,95
86830,38
86831,18
86832,238
86833,14
86834,6
86835,112
86836,195
86837,11
86838,57
86839,82
86840,19
86841,71
86842,209
86843,191
86844,76
86845,41
86846,107
86847,184
86848,3
86849,210
86850,223
86851,72
86852,153
86853,121
86854,70
86855,175
86856,57
86857,225
86858,196
86859,70
86860,9
86861,68
86862,148
86863,227
86864,171
86865,116
86866,143
86867,191
86868,92
86869,31
86870,16
86871,73
86872,221
86873,215
86874,10
86875,127
86876,8
86877,64
86878,73
86879,57
86880,65
86881,77
86882,57
86883,116
86884,61
86885,251
86886,85
86887,100
86888,231
86889,54
86890,77
86891,139
86892,71
86893,76
86894,47
86895,37
86896,23
86897,52
86898,100
86899,20
86900,163
86901,162
86902,129
86903,36
86904,57
86905,39
86906,1
86907,18
86908,106
86909,169
86910,29
86911,57
86912,79
86913,2
86914,62
86915,54
86916,38
86917,115
86918,137
86919,45
86920,94
86921,132
86922,44
86923,170
86924,40
86925,108
86926,233
86927,24
86928,18
86929,102
86930,28
86931,135
86932,161
86933,25
86934,54
86935,249
86936,4
86937,93
86938,38
86939,53
86940,304
86941,46
86942,231
86943,130
86944,187
86945,20
86946,48
86947,173
86948,47
86949,195
86950,70
86951,17
86952,51
86953,127
86954,113
86955,49
86956,47
86957,274
86958,225
86959,130
86960,57
86961,161
86962,175
86963,130
86964,85
86965,61
86966,259
86967,373
86968,41
86969,177
86970,70
86971,4
86972,12
86973,157
86974,107
86975,77
86976,59
86977,96
86978,44
86979,45
86980,87
86981,21
86982,129
86983,57
86984,104
86985,43
86986,40
86987,19
86988,165
86989,30
86990,138
86991,212
86992,22
86993,147
86994,276
86995,15
86996,232
86997,98
86998,77
86999,41
87000,207
87001,51
87002,22
87003,36
87004,67
87005,200
87006,7
87007,164
87008,64
87009,31
87010,213
87011,60
87012,38
87013,43
87014,41
87015,45
87016,8
87017,301
87018,147
87019,132
87020,227
87021,55
87022,136
87023,160
87024,256
87025,62
87026,31
87027,155
87028,156
87029,8
87030,46
87031,85
87032,18
87033,1
87034,53
87035,177
87036,78
87037,91
87038,63
87039,103
87040,24
87041,66
87042,59
87043,192
87044,141
87045,32
87046,177
87047,137
87048,140
87049,340
87050,62
87051,122
87052,52
87053,250
87054,164
87055,183
87056,64
87057,31
87058,62
87059,96
87060,17
87061,46
87062,111
87063,57
87064,21
87065,112
87066,117
87067,200
87068,117
87069,93
87070,141
87071,38
87072,86
87073,192
87074,60
87075,188
87076,45
87077,313
87078,150
87079,76
87080,134
87081,139
87082,173
87083,40
87084,129
87085,16
87086,249
87087,67
87088,69
87089,29
87090,48
87091,291
87092,1
87093,47
87094,110
87095,130
87096,64
87097,280
87098,52
87099,69
87100,253
87101,45
87102,368
87103,141
87104,183
87105,89
87106,67
87107,99
87108,229
87109,213
87110,152
87111,59
87112,64
87113,87
87114,178
87115,107
87116,282
87117,96
87118,170
87119,38
87120,7
87121,21
87122,227
87123,176
87124,76
87125,50
87126,56
87127,30
87128,69
87129,131
87130,24
87131,49
87132,90
87133,53
87134,6
87135,84
87136,233
87137,21
87138,90
87139,178
87140,52
87141,68
87142,70
87143,133
87144,22
87145,79
87146,63
87147,97
87148,277
87149,14
87150,26
87151,62
87152,7
87153,344
87154,127
87155,85
87156,58
87157,355
87158,104
87159,37
87160,41
87161,57
87162,137
87163,271
87164,189
87165,65
87166,257
87167,91
87168,138
87169,53
87170,42
87171,165
87172,185
87173,211
87174,14
87175,115
87176,147
87177,313
87178,74
87179,82
87180,1
87181,62
87182,269
87183,36
87184,77
87185,15
87186,250
87187,32
87188,61
87189,49
87190,15
87191,31
87192,3
87193,89
87194,44
87195,88
87196,57
87197,226
87198,88
87199,187
87200,135
87201,243
87202,118
87203,229
87204,25
87205,100
87206,180
87207,98
87208,85
87209,41
87210,137
87211,113
87212,148
87213,47
87214,94
87215,204
87216,292
87217,109
87218,110
87219,118
87220,93
87221,29
87222,31
87223,52
87224,39
87225,77
87226,107
87227,124
87228,168
87229,29
87230,3
87231,55
87232,49
87233,199
87234,21
87235,41
87236,130
87237,174
87238,74
87239,21
87240,57
87241,218
87242,90
87243,85
87244,298
87245,42
87246,89
87247,42
87248,78
87249,380
87250,5
87251,32
87252,221
87253,292
87254,236
87255,265
87256,6
87257,27
87258,116
87259,205
87260,61
87261,70
87262,128
87263,39
87264,435
87265,357
87266,17
87267,63
87268,202
87269,218
87270,94
87271,147
87272,52
87273,27
87274,162
87275,86
87276,92
87277,13
87278,130
87279,46
87280,21
87281,240
87282,301
87283,34
87284,66
87285,106
87286,190
87287,51
87288,55
87289,104
87290,27
87291,83
87292,181
87293,89
87294,49
87295,176
87296,1
87297,111
87298,132
87299,60
87300,46
87301,134
87302,59
87303,165
87304,218
87305,37
87306,97
87307,155
87308,170
87309,127
87310,30
87311,192
87312,70
87313,29
87314,92
87315,56
87316,120
87317,220
87318,379
87319,125
87320,274
87321,180
87322,48
87323,131
87324,169
87325,59
87326,72
87327,3
87328,49
87329,122
87330,174
87331,82
87332,241
87333,98
87334,76
87335,16
87336,89
87337,29
87338,295
87339,32
87340,102
87341,65
87342,61
87343,200
87344,94
87345,40
87346,220
87347,59
87348,17
87349,46
87350,122
87351,114
87352,126
87353,120
87354,54
87355,176
87356,205
87357,14
87358,155
87359,132
87360,5
87361,302
87362,56
87363,95
87364,84
87365,110
87366,274
87367,55
87368,77
87369,124
87370,170
87371,13
87372,254
87373,179
87374,166
87375,96
87376,63
87377,201
87378,144
87379,46
87380,135
87381,15
87382,416
87383,317
87384,464
87385,425
87386,126
87387,172
87388,77
87389,109
87390,63
87391,26
87392,29
87393,285
87394,144
87395,225
87396,282
87397,354
87398,238
87399,120
87400,20
87401,362
87402,29
87403,32
87404,180
87405,3
87406,58
87407,177
87408,406
87409,68
87410,96
87411,82
87412,154
87413,26
87414,110
87415,9
87416,170
87417,26
87418,166
87419,208
87420,320
87421,290
87422,98
87423,78
87424,298
87425,212
87426,29
87427,69
87428,235
87429,2
87430,160
87431,156
87432,244
87433,91
87434,70
87435,24
87436,244
87437,160
87438,45
87439,36
87440,31
87441,44
87442,285
87443,198
87444,113
87445,71
87446,40
87447,101
87448,50
87449,11
87450,18
87451,47
87452,288
87453,18
87454,255
87455,150
87456,288
87457,120
87458,152
87459,143
87460,53
87461,216
87462,47
87463,167
87464,55
87465,36
87466,113
87467,145
87468,13
87469,105
87470,217
87471,111
87472,52
87473,49
87474,138
87475,197
87476,18
87477,13
87478,202
87479,225
87480,21
87481,264
87482,176
87483,146
87484,29
87485,268
87486,15
87487,98
87488,57
87489,140
87490,169
87491,152
87492,263
87493,29
87494,108
87495,275
87496,81
87497,41
87498,45
87499,88
87500,100
87501,116
87502,35
87503,18
87504,136
87505,11
87506,41
87507,242
87508,29
87509,182
87510,112
87511,56
87512,38
87513,70
87514,114
87515,101
87516,134
87517,8
87518,15
87519,75
87520,138
87521,16
87522,78
87523,240
87524,80
87525,152
87526,81
87527,212
87528,154
87529,143
87530,120
87531,324
87532,56
87533,293
87534,206
87535,25
87536,363
87537,36
87538,63
87539,2
87540,31
87541,165
87542,135
87543,256
87544,21
87545,351
87546,199
87547,34
87548,169
87549,280
87550,200
87551,54
87552,50
87553,256
87554,49
87555,13
87556,9
87557,77
87558,215
87559,64
87560,287
87561,90
87562,135
87563,196
87564,55
87565,266
87566,49
87567,211
87568,2
87569,172
87570,104
87571,57
87572,24
87573,82
87574,79
87575,265
87576,119
87577,110
87578,279
87579,12
87580,122
87581,14
87582,75
87583,111
87584,5
87585,53
87586,225
87587,8
87588,227
87589,189
87590,64
87591,113
87592,71
87593,40
87594,50
87595,277
87596,119
87597,58
87598,57
87599,46
87600,247
87601,315
87602,14
87603,194
87604,167
87605,59
87606,46
87607,70
87608,66
87609,151
87610,213
87611,95
87612,146
87613,153
87614,286
87615,107
87616,85
87617,75
87618,77
87619,13
87620,109
87621,5
87622,130
87623,112
87624,117
87625,82
87626,1
87627,144
87628,264
87629,78
87630,74
87631,67
87632,47
87633,67
87634,13
87635,43
87636,44
87637,178
87638,126
87639,93
87640,100
87641,70
87642,20
87643,76
87644,23
87645,15
87646,128
87647,197
87648,131
87649,34
87650,100
87651,34
87652,128
87653,238
87654,45
87655,4
87656,227
87657,68
87658,146
87659,47
87660,84
87661,77
87662,70
87663,50
87664,150
87665,162
87666,110
87667,201
87668,86
87669,69
87670,31
87671,102
87672,24
87673,95
87674,61
87675,23
87676,192
87677,92
87678,264
87679,28
87680,280
87681,29
87682,227
87683,18
87684,115
87685,207
87686,40
87687,90
87688,60
87689,107
87690,111
87691,175
87692,61
87693,68
87694,81
87695,85
87696,39
87697,125
87698,129
87699,122
87700,9
87701,3
87702,74
87703,121
87704,169
87705,77
87706,11
87707,85
87708,74
87709,154
87710,40
87711,272
87712,78
87713,145
87714,64
87715,37
87716,202
87717,13
87718,234
87719,32
87720,139
87721,167
87722,239
87723,89
87724,84
87725,31
87726,186
87727,26
87728,37
87729,39
87730,102
87731,64
87732,254
87733,326
87734,184
87735,33
87736,18
87737,283
87738,30
87739,74
87740,99
87741,39
87742,40
87743,91
87744,93
87745,21
87746,34
87747,45
87748,186
87749,124
87750,6
87751,118
87752,199
87753,21
87754,102
87755,133
87756,80
87757,170
87758,21
87759,65
87760,254
87761,49
87762,49
87763,13
87764,77
87765,136
87766,251
87767,146
87768,49
87769,88
87770,100
87771,61
87772,24
87773,144
87774,88
87775,264
87776,164
87777,110
87778,164
87779,191
87780,114
87781,128
87782,93
87783,205
87784,17
87785,68
87786,208
87787,57
87788,254
87789,82
87790,35
87791,59
87792,13
87793,76
87794,3
87795,90
87796,172
87797,80
87798,228
87799,233
87800,79
87801,32
87802,156
87803,17
87804,30
87805,129
87806,162
87807,12
87808,289
87809,43
87810,204
87811,30
87812,42
87813,175
87814,99
87815,72
87816,67
87817,87
87818,7
87819,40
87820,144
87821,196
87822,65
87823,24
87824,192
87825,206
87826,17
87827,3
87828,248
87829,18
87830,302
87831,196
87832,18
87833,36
87834,259
87835,15
87836,28
87837,186
87838,114
87839,239
87840,130
87841,101
87842,95
87843,238
87844,164
87845,200
87846,17
87847,149
87848,296
87849,34
87850,330
87851,17
87852,122
87853,90
87854,6
87855,350
87856,71
87857,246
87858,19
87859,91
87860,80
87861,123
87862,67
87863,69
87864,52
87865,132
87866,208
87867,90
87868,53
87869,80
87870,59
87871,120
87872,147
87873,200
87874,122
87875,277
87876,72
87877,107
87878,150
87879,291
87880,43
87881,102
87882,59
87883,73
87884,50
87885,57
87886,129
87887,16
87888,75
87889,248
87890,56
87891,161
87892,84
87893,87
87894,383
87895,155
87896,45
87897,112
87898,192
87899,45
87900,19
87901,56
87902,6
87903,65
87904,326
87905,100
87906,100
87907,293
87908,31
87909,82
87910,104
87911,106
87912,41
87913,33
87914,60
87915,35
87916,19
87917,455
87918,79
87919,172
87920,315
87921,121
87922,78
87923,302
87924,68
87925,36
87926,88
87927,151
87928,28
87929,87
87930,278
87931,68
87932,8
87933,297
87934,245
87935,97
87936,100
87937,78
87938,121
87939,77
87940,230
87941,83
87942,420
87943,95
87944,88
87945,24
87946,184
87947,159
87948,185
87949,121
87950,28
87951,28
87952,43
87953,146
87954,73
87955,3
87956,166
87957,38
87958,233
87959,282
87960,22
87961,270
87962,87
87963,129
87964,59
87965,155
87966,78
87967,100
87968,82
87969,73
87970,52
87971,68
87972,62
87973,40
87974,149
87975,14
87976,203
87977,255
87978,161
87979,189
87980,77
87981,200
87982,2
87983,11
87984,250
87985,179
87986,153
87987,180
87988,76
87989,63
87990,38
87991,58
87992,84
87993,228
87994,24
87995,94
87996,383
87997,237
87998,257
87999,307
88000,16
88001,77
88002,56
88003,119
88004,58
88005,88
88006,82
88007,91
88008,188
88009,105
88010,254
88011,72
88012,36
88013,121
88014,32
88015,255
88016,36
88017,56
88018,117
88019,84
88020,58
88021,65
88022,162
88023,40
88024,150
88025,106
88026,207
88027,81
88028,204
88029,29
88030,98
88031,258
88032,252
88033,13
88034,136
88035,10
88036,81
88037,65
88038,245
88039,23
88040,60
88041,53
88042,68
88043,11
88044,368
88045,95
88046,27
88047,43
88048,12
88049,23
88050,150
88051,272
88052,55
88053,31
88054,119
88055,50
88056,67
88057,66
88058,397
88059,31
88060,45
88061,109
88062,66
88063,28
88064,193
88065,222
88066,169
88067,61
88068,161
88069,390
88070,153
88071,28
88072,24
88073,193
88074,208
88075,162
88076,98
88077,80
88078,323
88079,175
88080,74
88081,100
88082,226
88083,61
88084,56
88085,74
88086,152
88087,81
88088,45
88089,7
88090,195
88091,66
88092,115
88093,98
88094,199
88095,141
88096,279
88097,109
88098,178
88099,171
88100,69
88101,147
88102,197
88103,71
88104,263
88105,295
88106,140
88107,163
88108,102
88109,256
88110,101
88111,144
88112,56
88113,93
88114,8
88115,265
88116,48
88117,55
88118,235
88119,7
88120,181
88121,43
88122,108
88123,66
88124,119
88125,26
88126,87
88127,68
88128,160
88129,34
88130,87
88131,44
88132,203
88133,143
88134,109
88135,44
88136,55
88137,184
88138,72
88139,6
88140,318
88141,154
88142,46
88143,78
88144,90
88145,45
88146,202
88147,321
88148,32
88149,52
88150,116
88151,137
88152,73
88153,319
88154,145
88155,119
88156,122
88157,131
88158,39
88159,308
88160,64
88161,6
88162,216
88163,78
88164,36
88165,66
88166,127
88167,154
88168,19
88169,77
88170,81
88171,61
88172,186
88173,107
88174,273
88175,30
88176,156
88177,140
88178,67
88179,32
88180,23
88181,178
88182,100
88183,161
88184,123
88185,66
88186,77
88187,21
88188,78
88189,56
88190,146
88191,105
88192,74
88193,193
88194,141
88195,140
88196,106
88197,263
88198,17
88199,170
88200,35
88201,51
88202,32
88203,80
88204,180
88205,306
88206,68
88207,303
88208,201
88209,36
88210,7
88211,15
88212,321
88213,47
88214,77
88215,115
88216,82
88217,125
88218,192
88219,64
